qid,tipo,question,gold,answer,old_answer,f1,old_f1,delta,all_support,missing,missing_in_frontier,missing_in_acquisition,missing_in_logged_candidates,closed,covered_closed,zero_candidates,binding_conflict,proof,failure,verified,accepted,verification_failures,context_changed,same_order,same_set,llm,hits,seconds
locomo:conv-26:qa13,multi-hop,What career path has Caroline decided to persue?,counseling or mental health for Transgender people,counseling or mental health work,counseling or mental health work,0.6666666666666666,0.6666666666666666,0.0,True,,,,,2,1,0,0,nenhuma,closed_coverage_rejected,2,0,"{""not_explicit"": 1, ""wrong_answer_type"": 1}",False,False,False,8,0,16.691
locomo:conv-26:qa104,single-hop,What book did Caroline recommend to Melanie?,"""Becoming Nicole""",insufficient information,insufficient information,0.0,0.0,0.0,True,,,,,1,0,0,1,nenhuma,closed_coverage_rejected,1,0,"{""not_explicit"": 1}",False,False,False,7,0,14.293999999999999
locomo:conv-26:qa125,single-hop,Where did Oliver hide his bone once?,In Melanie's slipper,in Melanie's slipper,in Melanie's slipper,1.0,1.0,0.0,True,,,,,2,2,0,0,full,none,1,1,{},False,False,False,7,0,15.793000000000001
locomo:conv-26:qa34,multi-hop,What events has Caroline participated in to help children?,"Mentoring program, school speech","adoption agencies research, mentoring program for LGBTQ youth",adoption agency interviews,0.28571428571428575,0.0,0.28571428571428575,True,,,,,2,2,0,0,nenhuma,no_verified_witness,2,0,"{""not_explicit"": 2}",False,False,False,8,1,18.398999999999997
locomo:conv-26:qa119,single-hop,How did Melanie feel while watching the meteor shower?,in awe of the universe,at one with the universe,amazing,0.25,0.0,0.25,True,,,,,3,0,0,0,nenhuma,closed_coverage_rejected,1,0,"{""not_explicit"": 1}",False,False,False,8,0,15.366999999999999
locomo:conv-26:qa136,single-hop,What does Melanie do to keep herself busy during her pottery break?,Read a book and paint.,reading,"reading a book, painting",0.5,1.0,-0.5,True,,,,,2,0,0,0,nenhuma,closed_coverage_rejected,1,0,"{""not_explicit"": 1}",False,False,False,7,0,15.571
locomo:conv-26:qa38,multi-hop,What activities has Melanie done with her family?,"Pottery, painting, camping, museum, swimming, hiking","camping, visiting the beach, roasting marshmallows, telling stories around the campfire, hiking, seeing the Perseid meteor shower, playing on the beach with a kite, building a sand castle","pottery workshop, painting, camping trip, hiking in the mountains, exploring forests",0.3333333333333333,0.47222222222222215,-0.13888888888888884,False,p-3684dacb8df36e59057db822;p-797951a6916f3bbd0722060a,p-3684dacb8df36e59057db822,,,2,0,0,0,nenhuma,closed_coverage_rejected,1,0,"{""not_explicit"": 1}",False,False,False,7,0,16.275000000000002
locomo:conv-26:qa47,multi-hop,Who supports Caroline when she has a negative experience?,"Her mentors, family, and friends",Melanie,"friends, family and mentors",0.0,0.7222222222222222,-0.7222222222222222,True,,,,,2,0,0,0,nenhuma,closed_coverage_rejected,1,0,"{""wrong_answer_type"": 1}",False,False,False,7,0,18.056
locomo:conv-26:qa71,multi-hop,What book did Melanie read from Caroline's suggestion?,"""Becoming Nicole""",insufficient information,insufficient information,0.0,0.0,0.0,True,,,,,1,1,0,0,nenhuma,no_verified_witness,2,0,"{""not_explicit"": 1, ""wrong_answer_type"": 1}",False,False,False,6,0,9.95
locomo:conv-26:qa78,multi-hop,What items has Melanie bought?,"Figurines, shoes",figurines,figurines,0.5,0.5,0.0,True,,,,,1,1,0,0,full,none,2,1,"{""invalid_evidence"": 1}",False,True,True,7,0,11.700000000000001
locomo:conv-26:qa85,single-hop,What are Caroline's plans for the summer?,researching adoption agencies,"researching adoption agencies, LGBTQ art show, volunteering at an LGBTQ+ youth center","researching adoption agencies, volunteering at an LGBTQ+ youth center, putting together an LGBTQ art show",0.42857142857142855,0.375,0.05357142857142855,True,,,,,1,1,1,0,nenhuma,zero_atom_candidates,2,0,"{""invalid_evidence"": 1, ""not_explicit"": 1}",False,False,False,8,0,16.965
locomo:conv-26:qa144,single-hop,How did Melanie's son handle the accident?,He was scared but reassured by his family,scared,scared,0.2222222222222222,0.2222222222222222,0.0,True,,,,,3,2,0,0,nenhuma,closed_coverage_rejected,2,0,"{""wrong_answer_type"": 2}",False,False,False,9,0,19.459
locomo:conv-26:qa11,multi-hop,Where did Caroline move from 4 years ago?,Sweden,Sweden,Sweden,1.0,1.0,0.0,True,,,,,2,0,0,0,nenhuma,closed_coverage_rejected,1,0,"{""not_explicit"": 1}",False,False,False,7,0,13.567
locomo:conv-26:qa39,multi-hop,In what ways is Caroline participating in the LGBTQ community?,"Joining activist group, going to pride parades, participating in an art show, mentoring program","participating in a support group, mentoring a transgender teen, giving talks at school events, joining an LGBTQ activist group, attending pride parades, volunteering at an LGBTQ+ youth center, organizing an LGBTQ art show","LGBTQ support group, LGBTQ pride parade, LGBTQ counseling workshop, mentoring a transgender teen, LGBTQ activist group, LGBTQ art show",0.5821428571428572,0.5523809523809524,0.029761904761904767,False,p-3684dacb8df36e59057db822,p-3684dacb8df36e59057db822,,p-3684dacb8df36e59057db822,2,0,0,0,nenhuma,closed_coverage_rejected,1,0,"{""invalid_evidence"": 1}",False,False,False,7,0,20.669
locomo:conv-26:qa131,single-hop,Who is Melanie a fan of in terms of modern music?,Ed Sheeran,Ed Sheeran,Ed Sheeran,1.0,1.0,0.0,True,,,,,2,0,1,0,nenhuma,closed_coverage_rejected,1,0,"{""invalid_evidence"": 1}",False,False,False,8,0,18.659
